Variable,n,Mean,SEM,SD,Min,Max
Water Temperature (°C),262,19.805544689989745,0.34817708953777476,5.635738536154499,10.5303983501196,27.7463059202816
Salinity (PSU),262,36.7015431710657,0.03414852343082519,0.5527421396605036,35.5611565765307,37.6752712964983
Dissolved Oxygen Concentration (µmol/L),262,151.61318365301486,1.8832966344344837,30.483819115677264,37.2779249155405,194.32886700058
Bathymetric Depth (m),262,-2060.2528947400765,65.99363973284012,1068.2003777939926,-3963.3193359,-541.2359619
Bathymetric Slope (°),262,6.508437988167938,0.43016504903438946,6.962829596192829,0.2468603,39.8970528
Distance to Nearest Shoreline (m),262,39986.58531937513,1241.2519921000348,20091.418692262225,4195.105771475495,65863.90672524761
